file,dataset,dataset_label,n,m,regime,group,voting_rule,winner,epsilon
00068-00000871.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000873.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000874.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000875.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000876.soi,polish,Polish,15,10,other,Polish (other),plurality,9,0.0
00068-00000877.soi,polish,Polish,21,11,other,Polish (other),plurality,9,0.0
00068-00000878.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000879.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00000880.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000881.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000882.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00000883.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000885.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000886.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000887.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000888.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000890.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.0
00068-00000892.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000893.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.05714285714285716
00068-00000894.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000895.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000896.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000897.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000898.soi,polish,Polish,15,12,other,Polish (other),plurality,6,0.0
00068-00000899.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,7,0.031746031746031855
00068-00000900.soi,polish,Polish,15,12,other,Polish (other),plurality,6,0.0
00068-00000901.soi,polish,Polish,15,12,other,Polish (other),plurality,10,0.0
00068-00000902.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000903.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000904.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000905.soi,polish,Polish,15,11,other,Polish (other),plurality,10,0.0
00068-00000906.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000907.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00000909.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000910.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000911.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000912.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00000913.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000914.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000915.soi,polish,Polish,15,10,other,Polish (other),plurality,6,0.0
00068-00000916.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00000917.soi,polish,Polish,15,10,other,Polish (other),plurality,8,0.0
00068-00000918.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000920.soi,polish,Polish,23,18,other,Polish (other),plurality,1,0.0
00068-00000921.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000922.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000923.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,5,0.0
00068-00000924.soi,polish,Polish,15,9,other,Polish (other),plurality,5,0.0
00068-00000925.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00000926.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00000927.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000928.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000929.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000930.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,12,0.04615384615384621
00068-00000931.soi,polish,Polish,15,10,other,Polish (other),plurality,8,0.0
00068-00000932.soi,polish,Polish,15,11,other,Polish (other),plurality,8,0.0
00068-00000933.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000934.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,6,0.06547619047619047
00068-00000935.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000936.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000938.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000939.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000941.soi,polish,Polish,15,10,other,Polish (other),plurality,3,0.0
00068-00000942.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,13,0.0
00068-00000943.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000945.soi,polish,Polish,15,21,other,Polish (other),plurality,11,0.0
00068-00000946.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,14,0.0
00068-00000947.soi,polish,Polish,15,24,other,Polish (other),plurality,16,0.0
00068-00000948.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000949.soi,polish,Polish,15,11,other,Polish (other),plurality,9,0.0
00068-00000950.soi,polish,Polish,15,20,other,Polish (other),plurality,14,0.0
00068-00000951.soi,polish,Polish,15,19,other,Polish (other),plurality,15,0.0
00068-00000952.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000953.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.19047619047619047
00068-00000954.soi,polish,Polish,15,12,other,Polish (other),plurality,12,0.050000000000000044
00068-00000955.soi,polish,Polish,15,11,other,Polish (other),plurality,8,0.0
00068-00000956.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,7,0.11309523809523814
00068-00000958.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000959.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000960.soi,polish,Polish,15,10,other,Polish (other),plurality,4,0.0
00068-00000961.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000962.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000963.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.05714285714285716
00068-00000964.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000965.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000966.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00000967.soi,polish,Polish,23,17,other,Polish (other),plurality,3,0.0
00068-00000968.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000969.soi,polish,Polish,15,20,other,Polish (other),plurality,14,0.016666666666666607
00068-00000970.soi,polish,Polish,15,10,other,Polish (other),plurality,9,0.0
00068-00000971.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000972.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000973.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000974.soi,polish,Polish,15,11,other,Polish (other),plurality,2,0.0
00068-00000975.soi,polish,Polish,15,12,other,Polish (other),plurality,5,0.0
00068-00000976.soi,polish,Polish,15,10,other,Polish (other),plurality,8,0.0
00068-00000978.soi,polish,Polish,15,10,other,Polish (other),plurality,4,0.0
00068-00000979.soi,polish,Polish,21,13,other,Polish (other),plurality,7,0.0
00068-00000980.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000981.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000982.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000983.soi,polish,Polish,21,14,other,Polish (other),plurality,13,0.0
00068-00000984.soi,polish,Polish,15,12,other,Polish (other),plurality,3,0.0
00068-00000985.soi,polish,Polish,21,20,n ≈ m,Polish (n ≈ m),plurality,4,0.0
00068-00000986.soi,polish,Polish,21,11,other,Polish (other),plurality,2,0.0
00068-00000987.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000988.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000989.soi,polish,Polish,21,11,other,Polish (other),plurality,4,0.0
00068-00000990.soi,polish,Polish,21,11,other,Polish (other),plurality,8,0.0
00068-00000992.soi,polish,Polish,21,11,other,Polish (other),plurality,9,0.0
00068-00000994.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000995.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000996.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000997.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000998.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000999.soi,polish,Polish,21,11,other,Polish (other),plurality,2,0.0
00068-00001000.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.10000000000000009
00068-00001001.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001002.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001003.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001004.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001005.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00001006.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001008.soi,polish,Polish,15,10,other,Polish (other),plurality,2,0.0
00068-00001009.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00001010.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001011.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00001012.soi,polish,Polish,15,12,other,Polish (other),plurality,7,0.0
00068-00001013.soi,polish,Polish,15,9,other,Polish (other),plurality,6,0.0
00068-00001014.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,8,0.0
00068-00001015.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001016.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001017.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001018.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001019.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001020.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001022.soi,polish,Polish,15,11,other,Polish (other),plurality,1,0.0
00068-00001023.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001025.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00001026.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00001027.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001029.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001030.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001032.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001033.soi,polish,Polish,15,9,other,Polish (other),plurality,7,0.0
00068-00001034.soi,polish,Polish,15,9,other,Polish (other),plurality,6,0.0
00068-00001035.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001038.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,7,0.04285714285714293
00068-00001039.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001040.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001041.soi,polish,Polish,21,12,other,Polish (other),plurality,7,0.0
00068-00001043.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,11,0.0
00068-00001045.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001046.soi,polish,Polish,21,19,n ≈ m,Polish (n ≈ m),plurality,17,0.03759398496240607
00068-00001047.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001049.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001050.soi,polish,Polish,15,11,other,Polish (other),plurality,5,0.0
00068-00001051.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001052.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00001053.soi,polish,Polish,15,10,other,Polish (other),plurality,7,0.0
00068-00001054.soi,polish,Polish,21,13,other,Polish (other),plurality,5,0.0
00068-00001056.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001058.soi,polish,Polish,15,10,other,Polish (other),plurality,3,0.0
00068-00001059.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00001060.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001062.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001063.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001064.soi,polish,Polish,21,11,other,Polish (other),plurality,5,0.0
00068-00001065.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001066.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001067.soi,polish,Polish,15,9,other,Polish (other),plurality,7,0.0
00068-00001069.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,9,0.0
00068-00001070.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001071.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00001072.soi,polish,Polish,15,10,other,Polish (other),plurality,2,0.0
00068-00001073.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00001074.soi,polish,Polish,15,11,other,Polish (other),plurality,7,0.0
00068-00001075.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001077.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001078.soi,polish,Polish,15,12,other,Polish (other),plurality,2,0.0
00068-00001080.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001081.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001082.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001083.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001084.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00001085.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001086.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001087.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,8,0.0
00068-00001088.soi,polish,Polish,21,15,other,Polish (other),plurality,10,0.0
00068-00001090.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00001091.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001092.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,10,0.0
00068-00001093.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001094.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.0
00068-00001095.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001096.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001097.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001098.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00001099.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001100.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001101.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001102.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001103.soi,polish,Polish,15,22,other,Polish (other),plurality,8,0.0
00068-00001104.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001105.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001106.soi,polish,Polish,15,9,other,Polish (other),plurality,5,0.0
00068-00001107.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00001108.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001109.soi,polish,Polish,15,9,other,Polish (other),plurality,6,0.0
00068-00001110.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001111.soi,polish,Polish,15,10,other,Polish (other),plurality,10,0.03333333333333344
00068-00001112.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001113.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001114.soi,polish,Polish,23,8,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001115.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00001116.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001117.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001118.soi,polish,Polish,15,10,other,Polish (other),plurality,9,0.0
00068-00001120.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00001121.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001122.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001123.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00001124.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001125.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001126.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001127.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00001128.soi,polish,Polish,15,19,other,Polish (other),plurality,19,0.21403508771929824
00068-00001129.soi,polish,Polish,15,10,other,Polish (other),plurality,9,0.0
00068-00001130.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,4,0.16666666666666674
00068-00001131.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001132.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001133.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.1333333333333333
00068-00001134.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001135.soi,polish,Polish,15,10,other,Polish (other),plurality,8,0.0
00068-00001136.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001137.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00001138.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00001139.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001140.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001141.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001142.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001143.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.32380952380952377
00068-00001144.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001145.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001146.soi,polish,Polish,15,11,other,Polish (other),plurality,10,0.0
00068-00001147.soi,polish,Polish,15,10,other,Polish (other),plurality,2,0.0
00068-00001148.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001149.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001150.soi,polish,Polish,15,11,other,Polish (other),plurality,6,0.0
00068-00001151.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001152.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),plurality,14,0.0
00068-00001153.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,8,0.0
00068-00001154.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001155.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001156.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001157.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001158.soi,polish,Polish,15,9,other,Polish (other),plurality,7,0.0
00068-00001159.soi,polish,Polish,15,8,other,Polish (other),plurality,7,0.0
00068-00001160.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00001161.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00001163.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001164.soi,polish,Polish,15,9,other,Polish (other),plurality,5,0.0
00068-00001165.soi,polish,Polish,15,10,other,Polish (other),plurality,6,0.0
00068-00001166.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001167.soi,polish,Polish,21,13,other,Polish (other),plurality,5,0.0
00068-00001168.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00001169.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001170.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001171.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001172.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00001173.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001174.soi,polish,Polish,15,8,other,Polish (other),plurality,7,0.0
00068-00001175.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001176.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001177.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00001178.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001179.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001180.soi,polish,Polish,15,9,other,Polish (other),plurality,8,0.0
00068-00001181.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001182.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001183.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001184.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001185.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001187.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00001188.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00001189.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001190.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001191.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,11,0.0
00068-00001193.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00001194.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00001195.soi,polish,Polish,21,11,other,Polish (other),plurality,8,0.0
00068-00001196.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00001197.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001198.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001199.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001200.soi,polish,Polish,21,15,other,Polish (other),plurality,12,0.0
00068-00001201.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00001202.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00001203.soi,polish,Polish,15,11,other,Polish (other),plurality,7,0.0
00068-00001204.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001206.soi,polish,Polish,15,8,other,Polish (other),plurality,7,0.0
00068-00001207.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00001208.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00001209.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00001210.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.0
00068-00001211.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00001212.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.19999999999999996
00068-00001214.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00001215.soi,polish,Polish,15,19,other,Polish (other),plurality,18,0.0
