file,dataset,dataset_label,n,m,regime,group,voting_rule,winner,epsilon
00068-00000528.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000529.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000530.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),plurality,11,0.0
00068-00000531.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000532.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000533.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,8,0.0
00068-00000534.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000535.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000536.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000537.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000538.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),plurality,2,0.0
00068-00000540.soi,polish,Polish,15,12,other,Polish (other),plurality,12,0.18333333333333335
00068-00000541.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000542.soi,polish,Polish,15,11,other,Polish (other),plurality,2,0.0
00068-00000544.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000545.soi,polish,Polish,15,12,other,Polish (other),plurality,5,0.0
00068-00000546.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000547.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000548.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,15,0.0
00068-00000549.soi,polish,Polish,21,13,other,Polish (other),plurality,6,0.0
00068-00000551.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000552.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,5,0.0
00068-00000553.soi,polish,Polish,15,9,other,Polish (other),plurality,6,0.0
00068-00000554.soi,polish,Polish,15,12,other,Polish (other),plurality,12,0.0
00068-00000555.soi,polish,Polish,15,12,other,Polish (other),plurality,2,0.0
00068-00000556.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000557.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000558.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),plurality,10,0.0
00068-00000559.soi,polish,Polish,15,8,other,Polish (other),plurality,7,0.0
00068-00000560.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000562.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000563.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000564.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000565.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000566.soi,polish,Polish,15,11,other,Polish (other),plurality,7,0.0
00068-00000567.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000568.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000569.soi,polish,Polish,23,12,other,Polish (other),plurality,8,0.0
00068-00000570.soi,polish,Polish,15,10,other,Polish (other),plurality,4,0.0
00068-00000571.soi,polish,Polish,15,12,other,Polish (other),plurality,10,0.0
00068-00000572.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000573.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000574.soi,polish,Polish,15,12,other,Polish (other),plurality,6,0.0
00068-00000575.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,9,0.0
00068-00000576.soi,polish,Polish,15,11,other,Polish (other),plurality,8,0.1272727272727272
00068-00000577.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000578.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000579.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000580.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000581.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000582.soi,polish,Polish,15,17,n ≈ m,Polish (n ≈ m),plurality,16,0.0
00068-00000583.soi,polish,Polish,15,11,other,Polish (other),plurality,7,0.0
00068-00000586.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000587.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000588.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,8,0.0
00068-00000589.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000591.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000592.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00000593.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000594.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000595.soi,polish,Polish,15,10,other,Polish (other),plurality,3,0.0
00068-00000596.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000597.soi,polish,Polish,15,10,other,Polish (other),plurality,4,0.0
00068-00000598.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000599.soi,polish,Polish,23,18,other,Polish (other),plurality,4,0.0
00068-00000600.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000601.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000603.soi,polish,Polish,21,15,other,Polish (other),plurality,4,0.0
00068-00000604.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),plurality,10,0.0
00068-00000605.soi,polish,Polish,15,11,other,Polish (other),plurality,1,0.0
00068-00000606.soi,polish,Polish,15,11,other,Polish (other),plurality,7,0.0
00068-00000607.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000608.soi,polish,Polish,15,10,other,Polish (other),plurality,9,0.2666666666666666
00068-00000609.soi,polish,Polish,15,10,other,Polish (other),plurality,2,0.0
00068-00000610.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000611.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000612.soi,polish,Polish,15,12,other,Polish (other),plurality,7,0.0
00068-00000613.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000614.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000615.soi,polish,Polish,15,9,other,Polish (other),plurality,5,0.0
00068-00000616.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000617.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000618.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000619.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000620.soi,polish,Polish,15,10,other,Polish (other),plurality,7,0.0
00068-00000621.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000622.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000623.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000624.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000625.soi,polish,Polish,21,11,other,Polish (other),plurality,2,0.0
00068-00000626.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000628.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000630.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000631.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000632.soi,polish,Polish,15,11,other,Polish (other),plurality,2,0.0
00068-00000633.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000635.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000636.soi,polish,Polish,15,11,other,Polish (other),plurality,3,0.0
00068-00000637.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,8,0.0
00068-00000639.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000640.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000641.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000642.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000643.soi,polish,Polish,15,11,other,Polish (other),plurality,9,0.0
00068-00000644.soi,polish,Polish,15,12,other,Polish (other),plurality,11,0.0
00068-00000645.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000646.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.15555555555555545
00068-00000647.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000648.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000649.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000650.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00000651.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),plurality,9,0.0
00068-00000652.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00000653.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000654.soi,polish,Polish,15,12,other,Polish (other),plurality,12,0.0
00068-00000655.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000657.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,8,0.0
00068-00000658.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000659.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000660.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000661.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000662.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000663.soi,polish,Polish,15,20,other,Polish (other),plurality,7,0.0
00068-00000664.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000665.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000666.soi,polish,Polish,15,10,other,Polish (other),plurality,7,0.0
00068-00000667.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),plurality,6,0.0
00068-00000669.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000671.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000672.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,5,0.0
00068-00000673.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000674.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000675.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000676.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000678.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000680.soi,polish,Polish,21,12,other,Polish (other),plurality,5,0.0
00068-00000681.soi,polish,Polish,21,14,other,Polish (other),plurality,9,0.0
00068-00000682.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,12,0.0
00068-00000684.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000685.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000686.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000687.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000688.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000690.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000691.soi,polish,Polish,21,13,other,Polish (other),plurality,13,0.0
00068-00000693.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000694.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,6,0.0
00068-00000695.soi,polish,Polish,15,10,other,Polish (other),plurality,3,0.0
00068-00000696.soi,polish,Polish,15,10,other,Polish (other),plurality,2,0.0
00068-00000697.soi,polish,Polish,23,16,other,Polish (other),plurality,12,0.0
00068-00000698.soi,polish,Polish,21,14,other,Polish (other),plurality,1,0.0
00068-00000700.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000701.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000702.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000703.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00000705.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000707.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000708.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,9,0.0
00068-00000709.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000710.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000711.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000713.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000715.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000716.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000718.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000719.soi,polish,Polish,15,12,other,Polish (other),plurality,6,0.0
00068-00000721.soi,polish,Polish,15,11,other,Polish (other),plurality,2,0.0
00068-00000723.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000724.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000725.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00000726.soi,polish,Polish,15,17,n ≈ m,Polish (n ≈ m),plurality,15,0.015686274509803866
00068-00000727.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000728.soi,polish,Polish,15,10,other,Polish (other),plurality,6,0.0
00068-00000730.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000731.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000732.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000733.soi,polish,Polish,21,11,other,Polish (other),plurality,6,0.0
00068-00000734.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000735.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000736.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000737.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000738.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000739.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),plurality,10,0.0
00068-00000740.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000741.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000742.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000743.soi,polish,Polish,15,12,other,Polish (other),plurality,7,0.0
00068-00000744.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000745.soi,polish,Polish,15,11,other,Polish (other),plurality,8,0.0
00068-00000746.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.0
00068-00000747.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000748.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,5,0.0
00068-00000749.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000750.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000751.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,14,0.06190476190476191
00068-00000752.soi,polish,Polish,15,10,other,Polish (other),plurality,4,0.0
00068-00000753.soi,polish,Polish,23,16,other,Polish (other),plurality,5,0.0
00068-00000754.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000755.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000756.soi,polish,Polish,23,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000757.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000758.soi,polish,Polish,15,9,other,Polish (other),plurality,8,0.0
00068-00000759.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000760.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00000762.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000764.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000765.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000766.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000767.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000768.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,3,0.0
00068-00000769.soi,polish,Polish,23,18,other,Polish (other),plurality,1,0.0
00068-00000770.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000771.soi,polish,Polish,15,12,other,Polish (other),plurality,2,0.0
00068-00000772.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000773.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),plurality,9,0.0
00068-00000774.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000775.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,8,0.31746031746031744
00068-00000776.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000778.soi,polish,Polish,15,10,other,Polish (other),plurality,8,0.0
00068-00000779.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000780.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000781.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000782.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000783.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000784.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000785.soi,polish,Polish,15,12,other,Polish (other),plurality,6,0.0
00068-00000786.soi,polish,Polish,15,11,other,Polish (other),plurality,7,0.0
00068-00000787.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000788.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000789.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),plurality,16,0.0
00068-00000790.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,15,0.0
00068-00000791.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),plurality,15,0.0
00068-00000792.soi,polish,Polish,15,10,other,Polish (other),plurality,10,0.0
00068-00000793.soi,polish,Polish,15,9,other,Polish (other),plurality,9,0.15555555555555545
00068-00000794.soi,polish,Polish,15,11,other,Polish (other),plurality,10,0.042424242424242475
00068-00000795.soi,polish,Polish,15,12,other,Polish (other),plurality,8,0.0
00068-00000796.soi,polish,Polish,15,9,other,Polish (other),plurality,6,0.0
00068-00000797.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000798.soi,polish,Polish,15,10,other,Polish (other),plurality,4,0.0
00068-00000800.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000801.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000802.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000803.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,4,0.0
00068-00000804.soi,polish,Polish,15,10,other,Polish (other),plurality,1,0.0
00068-00000805.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000806.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000807.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000808.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00000809.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.19047619047619047
00068-00000810.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000811.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),plurality,8,0.0
00068-00000812.soi,polish,Polish,15,11,other,Polish (other),plurality,10,0.0
00068-00000813.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000815.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.32380952380952377
00068-00000816.soi,polish,Polish,15,12,other,Polish (other),plurality,11,0.0
00068-00000817.soi,polish,Polish,23,14,other,Polish (other),plurality,1,0.0
00068-00000818.soi,polish,Polish,15,10,other,Polish (other),plurality,1,0.0
00068-00000819.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000820.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.1416666666666666
00068-00000821.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000822.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000823.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000824.soi,polish,Polish,15,22,other,Polish (other),plurality,22,0.15454545454545454
00068-00000825.soi,polish,Polish,15,12,other,Polish (other),plurality,3,0.0
00068-00000826.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000827.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000828.soi,polish,Polish,21,18,n ≈ m,Polish (n ≈ m),plurality,7,0.0
00068-00000829.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00000830.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000831.soi,polish,Polish,23,10,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000832.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,5,0.0
00068-00000833.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,5,0.0
00068-00000834.soi,polish,Polish,15,10,other,Polish (other),plurality,1,0.0
00068-00000835.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000836.soi,polish,Polish,15,9,other,Polish (other),plurality,5,0.0
00068-00000837.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000838.soi,polish,Polish,21,14,other,Polish (other),plurality,6,0.0
00068-00000839.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,2,0.0
00068-00000840.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000841.soi,polish,Polish,21,11,other,Polish (other),plurality,4,0.0
00068-00000842.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000843.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000844.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000845.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.12380952380952381
00068-00000846.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00000847.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000848.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000849.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000850.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000851.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00000852.soi,polish,Polish,15,10,other,Polish (other),plurality,1,0.0
00068-00000853.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000855.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,14,0.0
00068-00000856.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000857.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000858.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00000859.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000860.soi,polish,Polish,15,11,other,Polish (other),plurality,9,0.0
00068-00000861.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000862.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000863.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000864.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000865.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.03333333333333344
00068-00000866.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000867.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,9,0.0
00068-00000868.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00000869.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000870.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
