file,dataset,dataset_label,n,m,regime,group,voting_rule,winner,epsilon,rule_label,epsilon_jitter
00068-00001003.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.0009287397270931483
00068-00001004.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.0011011038634169755
00068-00001005.soi,polish,Polish,15,8,other,Polish (other),schulze,3,0.0,SCHULZE (k=1408),0.0006327166430722895
00068-00001006.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.001770497372248445
00068-00001007.soi,polish,Polish,21,14,other,Polish (other),schulze,9,0.0,SCHULZE (k=1408),0.00036212548554216467
00068-00001008.soi,polish,Polish,15,10,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),0.0026065560746321276
00068-00001009.soi,polish,Polish,15,8,other,Polish (other),schulze,3,0.0,SCHULZE (k=1408),0.0011723316007855667
00068-00001010.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),-0.0008248276364329608
00068-00001011.soi,polish,Polish,15,8,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),0.0005143979407118548
00068-00001012.soi,polish,Polish,15,12,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),-0.00048133034906042605
00068-00001013.soi,polish,Polish,15,9,other,Polish (other),schulze,6,0.0,SCHULZE (k=1408),1.5760369389456304e-05
00068-00001014.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.0006512221042970072
00068-00001015.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),-0.0003286704117707824
00068-00001016.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.00042418670614835047
00068-00001017.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),-0.0019867173991639014
00068-00001018.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.002031757653979957
00068-00001019.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.0027770851076624223
00068-00001020.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),-0.0032005422090074197
00068-00001021.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),schulze,13,0.0,SCHULZE (k=1408),-0.0024345653844409587
00068-00001022.soi,polish,Polish,15,11,other,Polish (other),schulze,1,0.0,SCHULZE (k=1408),0.00031892501360825836
00068-00001023.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0017855750309837683
00068-00001024.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0010272289284621926
00068-00001025.soi,polish,Polish,15,8,other,Polish (other),schulze,3,0.0,SCHULZE (k=1408),6.942749750512372e-05
00068-00001026.soi,polish,Polish,15,8,other,Polish (other),schulze,1,0.0,SCHULZE (k=1408),-0.003937008426876108
00068-00001027.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),0.0013099511684433796
00068-00001028.soi,polish,Polish,15,8,other,Polish (other),schulze,3,0.0,SCHULZE (k=1408),0.0016215972911834198
00068-00001029.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.001987725349669707
00068-00001030.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),0.0008403830857899832
00068-00001031.soi,polish,Polish,15,8,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),-0.001712996474818398
00068-00001032.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0001953407534966708
00068-00001033.soi,polish,Polish,15,9,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),-0.002528996813909931
00068-00001034.soi,polish,Polish,15,9,other,Polish (other),schulze,6,0.0,SCHULZE (k=1408),-0.003586212905069154
00068-00001035.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.0007656343792259374
00068-00001036.soi,polish,Polish,21,16,other,Polish (other),schulze,11,0.0,SCHULZE (k=1408),-0.00024745789254967227
00068-00001037.soi,polish,Polish,15,8,other,Polish (other),schulze,4,0.0,SCHULZE (k=1408),-0.000795359387229208
00068-00001038.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),schulze,7,0.04285714285714293,SCHULZE (k=1408),0.040489081740697805
00068-00001039.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.0007997981242622742
00068-00001040.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.000538589505161468
00068-00001041.soi,polish,Polish,21,12,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),-8.978606024507397e-05
00068-00001042.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0003650020611984268
00068-00001043.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),schulze,11,0.0,SCHULZE (k=1408),-0.001340230400908466
00068-00001044.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),schulze,3,0.0,SCHULZE (k=1408),0.0023434358294323193
00068-00001045.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.002352346673109561
00068-00001046.soi,polish,Polish,21,19,n ≈ m,Polish (n ≈ m),schulze,17,0.03759398496240607,SCHULZE (k=1408),0.038569105556579504
00068-00001047.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.002363782185919923
00068-00001048.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0009618161854977908
00068-00001049.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),-0.00040504845412966007
00068-00001050.soi,polish,Polish,15,11,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),-0.0010565940933259584
00068-00001051.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),0.002072175302092512
00068-00001052.soi,polish,Polish,15,8,other,Polish (other),schulze,4,0.0,SCHULZE (k=1408),-0.002845949850523346
00068-00001053.soi,polish,Polish,15,10,other,Polish (other),schulze,4,0.0,SCHULZE (k=1408),-0.0019402485207592874
00068-00001054.soi,polish,Polish,21,13,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),-0.0007951155309834428
00068-00001055.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),0.0024753075150239965
00068-00001056.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.0007595352720817921
00068-00001057.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),-0.0019360915170204907
00068-00001058.soi,polish,Polish,15,10,other,Polish (other),schulze,3,0.0,SCHULZE (k=1408),-0.0006206154107698073
00068-00001059.soi,polish,Polish,15,8,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),-0.0012286462881925888
00068-00001060.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.0014195779844670701
00068-00001061.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.001957779117113558
00068-00001062.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),-0.0027434862585270113
00068-00001063.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.003217561711468747
00068-00001064.soi,polish,Polish,21,11,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),0.0016564593803692455
00068-00001065.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),0.002181723341207396
00068-00001066.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),-0.0009258790240505166
00068-00001067.soi,polish,Polish,15,9,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),-0.00029988143815821874
00068-00001068.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),-0.002866303629049424
00068-00001069.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),schulze,4,0.0,SCHULZE (k=1408),-0.001049324814133606
00068-00001070.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),0.0009873096952863019
00068-00001071.soi,polish,Polish,15,9,other,Polish (other),schulze,4,0.0,SCHULZE (k=1408),0.0025921261235627925
00068-00001072.soi,polish,Polish,15,10,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),-0.0022143136336049037
00068-00001073.soi,polish,Polish,15,8,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),-0.0007310118739705317
00068-00001074.soi,polish,Polish,15,11,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),-0.00030259844046504465
00068-00001075.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),-0.0027915784043849702
00068-00001076.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),0.0011826984835168006
00068-00001077.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.0014479806634852181
00068-00001078.soi,polish,Polish,15,12,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),-0.00039078070235404794
00068-00001079.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),-0.0009038987438237554
00068-00001080.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),-0.0015786770114393487
00068-00001081.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-1.40899709611094e-05
00068-00001082.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),-0.0004312191571360448
00068-00001083.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0007437157645573311
00068-00001084.soi,polish,Polish,15,9,other,Polish (other),schulze,3,0.0,SCHULZE (k=1408),-0.0014569232433606855
00068-00001085.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.0006390493415659109
00068-00001086.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),0.00330723453698457
00068-00001087.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),schulze,8,0.0,SCHULZE (k=1408),0.00027977446567825474
00068-00001088.soi,polish,Polish,21,15,other,Polish (other),schulze,1,0.0,SCHULZE (k=1408),0.0019922364298222577
00068-00001089.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.002780443850306925
00068-00001090.soi,polish,Polish,15,8,other,Polish (other),schulze,4,0.0,SCHULZE (k=1408),0.000315522878587539
00068-00001091.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0021947366379421332
00068-00001092.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),schulze,10,0.0,SCHULZE (k=1408),-0.002953849855063803
00068-00001093.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.0014787428149180726
00068-00001094.soi,polish,Polish,15,9,other,Polish (other),schulze,9,0.0,SCHULZE (k=1408),0.002383798668827146
00068-00001095.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),0.0019000316573392912
00068-00001096.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.0004860094441087994
00068-00001097.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),-0.0030654011197798615
00068-00001098.soi,polish,Polish,15,9,other,Polish (other),schulze,9,0.15555555555555545,SCHULZE (k=1408),0.15516299425277957
00068-00001099.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),0.0006034000178034711
00068-00001100.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.00035107245915719584
00068-00001101.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.0036875871669614915
00068-00001102.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),-0.0017806356960397437
00068-00001103.soi,polish,Polish,15,22,other,Polish (other),schulze,8,0.0,SCHULZE (k=1408),-0.00012815552829743327
00068-00001104.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.00107258181903438
00068-00001105.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.0043922556421998925
00068-00001106.soi,polish,Polish,15,9,other,Polish (other),schulze,9,0.0,SCHULZE (k=1408),-0.0003242479509597169
00068-00001107.soi,polish,Polish,15,8,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),0.0002860975397579047
00068-00001108.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.0016992239770324262
00068-00001109.soi,polish,Polish,15,9,other,Polish (other),schulze,6,0.0,SCHULZE (k=1408),0.0013857151684748734
00068-00001110.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.0011651426376176105
00068-00001111.soi,polish,Polish,15,10,other,Polish (other),schulze,10,0.03333333333333344,SCHULZE (k=1408),0.03173345231992957
00068-00001112.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.003816004274246615
00068-00001113.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.000786105514122802
00068-00001114.soi,polish,Polish,23,8,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),0.0020032636504171203
00068-00001115.soi,polish,Polish,15,9,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),0.0027869090550488628
00068-00001116.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.0014210982045955707
00068-00001117.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0008586816456034687
00068-00001118.soi,polish,Polish,15,10,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),0.000759279296771931
00068-00001119.soi,polish,Polish,15,8,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),-0.0011122374935215612
00068-00001120.soi,polish,Polish,15,8,other,Polish (other),schulze,1,0.0,SCHULZE (k=1408),-0.00026012058710724007
00068-00001121.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.003338139051652662
00068-00001122.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0018851160115837527
00068-00001123.soi,polish,Polish,15,8,other,Polish (other),schulze,8,0.0,SCHULZE (k=1408),0.003229557581419703
00068-00001124.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0006440563089841168
00068-00001125.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.002650864218190157
00068-00001126.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),-0.0028136300189950765
00068-00001127.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,7,0.0,SCHULZE (k=1408),0.0011718084023292982
00068-00001128.soi,polish,Polish,15,19,other,Polish (other),schulze,19,0.21403508771929824,SCHULZE (k=1408),0.212561547447403
00068-00001129.soi,polish,Polish,15,10,other,Polish (other),schulze,9,0.0,SCHULZE (k=1408),-0.002830534383848375
00068-00001130.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.00043706808482189136
00068-00001131.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),0.0020189435771919375
00068-00001132.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0016898828771869927
00068-00001133.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.0029980319209168024
00068-00001134.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.00018368952866991027
00068-00001135.soi,polish,Polish,15,10,other,Polish (other),schulze,8,0.0,SCHULZE (k=1408),-0.00017487065755436215
00068-00001136.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.0010966392551089975
00068-00001137.soi,polish,Polish,15,9,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),0.0018991891427289766
00068-00001138.soi,polish,Polish,15,8,other,Polish (other),schulze,6,0.0,SCHULZE (k=1408),-0.0001188303625449882
00068-00001139.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.003711006629588526
00068-00001140.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.00044846948907058357
00068-00001141.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0006928530120137992
00068-00001142.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),-0.003223134718205656
00068-00001143.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0005253190406323355
00068-00001144.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0006727738908222725
00068-00001145.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0019206095925629408
00068-00001146.soi,polish,Polish,15,11,other,Polish (other),schulze,10,0.0,SCHULZE (k=1408),0.0009249672481337081
00068-00001147.soi,polish,Polish,15,10,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),-0.0023587382432652343
00068-00001148.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.000344508772822075
00068-00001149.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),0.001343062343458107
00068-00001150.soi,polish,Polish,15,11,other,Polish (other),schulze,4,0.0,SCHULZE (k=1408),0.0030560627187756657
00068-00001151.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.0017750079348281187
00068-00001152.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),schulze,14,0.0,SCHULZE (k=1408),0.0015216933086229557
00068-00001153.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),schulze,8,0.0,SCHULZE (k=1408),0.00012017198923032722
00068-00001154.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0007766240108468993
00068-00001155.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.0024990098014123175
00068-00001156.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0026655547949592994
00068-00001157.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0006988786544339119
00068-00001158.soi,polish,Polish,15,9,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),-0.0015451374975124815
00068-00001159.soi,polish,Polish,15,8,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),0.0007583062374522482
00068-00001160.soi,polish,Polish,15,9,other,Polish (other),schulze,4,0.0,SCHULZE (k=1408),0.0024604443513015755
00068-00001161.soi,polish,Polish,15,9,other,Polish (other),schulze,3,0.0,SCHULZE (k=1408),-0.0011939485734421477
00068-00001162.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.004780608734938876
00068-00001163.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),-0.0008244414900489403
00068-00001164.soi,polish,Polish,15,9,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),0.0018269474640348132
00068-00001165.soi,polish,Polish,15,10,other,Polish (other),schulze,6,0.0,SCHULZE (k=1408),0.0010752598058997593
00068-00001166.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0008563724956211523
00068-00001167.soi,polish,Polish,21,13,other,Polish (other),schulze,8,0.0,SCHULZE (k=1408),-0.0005599866037489595
00068-00001168.soi,polish,Polish,15,8,other,Polish (other),schulze,5,0.0,SCHULZE (k=1408),-0.0025580614724395726
00068-00001169.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),0.0010305886432489348
00068-00001170.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),-0.0016685636200692495
00068-00001171.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.004368193466760912
00068-00001172.soi,polish,Polish,15,8,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),0.001141014416709032
00068-00001173.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.0011612966051079022
00068-00001174.soi,polish,Polish,15,8,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),-0.0012227704947772565
00068-00001175.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),-0.00018588841322717656
00068-00001176.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.00047900384404349957
00068-00001177.soi,polish,Polish,15,8,other,Polish (other),schulze,2,0.0,SCHULZE (k=1408),0.0022336675510599086
00068-00001178.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.00037283233948809266
00068-00001179.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0014632634778170561
00068-00001180.soi,polish,Polish,15,9,other,Polish (other),schulze,8,0.0,SCHULZE (k=1408),0.0037808813703115655
00068-00001181.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),9.861666304044527e-05
00068-00001182.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.0015376793519377937
00068-00001183.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),-0.0012164530148895186
00068-00001184.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0007262312554890468
00068-00001185.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),0.0006222199822863904
00068-00001186.soi,polish,Polish,15,12,other,Polish (other),schulze,12,0.0,SCHULZE (k=1408),-0.003779298584192306
00068-00001187.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,7,0.0,SCHULZE (k=1408),0.00403055022092128
00068-00001188.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,2,0.0,SCHULZE (k=1408),0.0025812889218450943
00068-00001189.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),-0.0007943906322919752
00068-00001190.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.0022045394809117108
00068-00001191.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),schulze,11,0.0,SCHULZE (k=1408),0.0006951232276071041
00068-00001192.soi,polish,Polish,15,8,other,Polish (other),schulze,1,0.0,SCHULZE (k=1408),0.0001733953988287932
00068-00001193.soi,polish,Polish,15,9,other,Polish (other),schulze,4,0.0,SCHULZE (k=1408),0.0007113378971264588
00068-00001194.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,7,0.0,SCHULZE (k=1408),0.00038315479238817924
00068-00001195.soi,polish,Polish,21,11,other,Polish (other),schulze,8,0.0,SCHULZE (k=1408),0.0010124819786118521
00068-00001196.soi,polish,Polish,15,8,other,Polish (other),schulze,1,0.0,SCHULZE (k=1408),0.002894611398783613
00068-00001197.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),0.0011362064102572922
00068-00001198.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),schulze,6,0.0,SCHULZE (k=1408),-0.0020993109978198823
00068-00001199.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.002725125705424904
00068-00001200.soi,polish,Polish,21,15,other,Polish (other),schulze,12,0.0,SCHULZE (k=1408),0.0032812291269765747
00068-00001201.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,1,0.0,SCHULZE (k=1408),0.00630411346902417
00068-00001202.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),schulze,3,0.0,SCHULZE (k=1408),-0.002246988066479196
00068-00001203.soi,polish,Polish,15,11,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),0.00048576402630055
00068-00001204.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),-0.004164197406377974
00068-00001205.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,5,0.0,SCHULZE (k=1408),0.0011062983127584183
00068-00001206.soi,polish,Polish,15,8,other,Polish (other),schulze,7,0.0,SCHULZE (k=1408),-0.0010964005963335452
00068-00001207.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),schulze,4,0.0,SCHULZE (k=1408),0.0038468915896499064
