file,dataset,dataset_label,n,m,regime,group,pvc_size,pvc_proportion,winner,epsilon
00068-00000202.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00000203.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),4,0.5,4,0.0
00068-00000204.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00000205.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),4,0.26666666666666666,1,0.0
00068-00000206.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.0
00068-00000208.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,5,0.0
00068-00000211.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,2,0.0
00068-00000214.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),6,0.3333333333333333,8,0.0
00068-00000215.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),5,0.2777777777777778,18,0.14444444444444438
00068-00000217.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,6,0.0
00068-00000218.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.0
00068-00000219.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00000221.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,1,0.0
00068-00000222.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00000223.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00000224.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,3,0.0
00068-00000226.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000227.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,1,0.0
00068-00000228.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,6,0.0
00068-00000229.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,3,0.0
00068-00000230.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000231.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,5,0.0
00068-00000232.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000233.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00000238.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00000242.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000244.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,1,0.0
00068-00000247.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),4,0.4,8,0.0
00068-00000250.soi,polish,Polish,21,17,n ≈ m,Polish (n ≈ m),4,0.23529411764705882,15,0.0
00068-00000251.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),6,0.46153846153846156,4,0.0
00068-00000253.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00000254.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,4,0.0
00068-00000255.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,5,0.0
00068-00000256.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),5,0.625,4,0.0
00068-00000261.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),2,0.15384615384615385,3,0.0
00068-00000262.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,7,0.0
00068-00000265.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),1,0.0625,12,0.0
00068-00000266.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.0
00068-00000268.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,4,0.0
00068-00000269.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),5,0.38461538461538464,13,0.0
00068-00000272.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),2,0.2222222222222222,3,0.0
00068-00000274.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00000275.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,3,0.0
00068-00000278.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),2,0.2,10,0.0
00068-00000279.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),3,0.2727272727272727,6,0.0
00068-00000282.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,6,0.0
00068-00000283.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),3,0.23076923076923078,5,0.0
00068-00000284.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,7,0.0
00068-00000286.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),3,0.23076923076923078,13,0.0
00068-00000288.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00000289.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),3,0.3,1,0.0
00068-00000290.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),7,0.5384615384615384,7,0.0
00068-00000292.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00000295.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),3,0.21428571428571427,4,0.0
00068-00000296.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00000301.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),3,0.2,15,0.0
00068-00000302.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),5,0.2777777777777778,14,0.0
00068-00000304.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,3,0.0
00068-00000306.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,3,0.0
00068-00000309.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),6,0.42857142857142855,12,0.5952380952380953
00068-00000311.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,3,0.0
00068-00000312.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,7,0.0
00068-00000315.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,3,0.0
00068-00000316.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.0
00068-00000318.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000319.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,7,0.0
00068-00000321.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),4,0.6666666666666666,2,0.0
00068-00000322.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,5,0.0
00068-00000326.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),2,0.125,2,0.0
00068-00000329.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),1,0.1111111111111111,2,0.0
00068-00000331.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00000332.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,2,0.0
00068-00000333.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,5,0.1333333333333333
00068-00000334.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,4,0.0
00068-00000335.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,2,0.0
00068-00000336.soi,polish,Polish,21,4,n ≫ m,Polish (n ≫ m),1,0.25,3,0.0
00068-00000337.soi,polish,Polish,15,17,n ≈ m,Polish (n ≈ m),6,0.35294117647058826,2,0.0
00068-00000339.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00000342.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),3,0.23076923076923078,9,0.02564102564102555
00068-00000343.soi,polish,Polish,23,9,n ≫ m,Polish (n ≫ m),3,0.3333333333333333,8,0.0
00068-00000348.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000349.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,3,0.0
00068-00000351.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00000352.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,1,0.0
00068-00000353.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,5,0.0
00068-00000356.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,4,0.0
00068-00000358.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),3,0.3,7,0.0
00068-00000360.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00000361.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),3,0.3,6,0.0
00068-00000363.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,2,0.0
00068-00000364.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,2,0.0
00068-00000365.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),2,0.2222222222222222,3,0.0
00068-00000366.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),2,0.25,4,0.0
00068-00000368.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,2,0.0
00068-00000370.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,3,0.0
00068-00000372.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),6,0.6666666666666666,4,0.0
00068-00000376.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,3,0.0
00068-00000377.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00000378.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000379.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),5,0.3333333333333333,13,0.0
00068-00000382.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,3,0.0
00068-00000383.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00000386.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,5,0.0
00068-00000387.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00000388.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),5,0.5555555555555556,1,0.0
00068-00000389.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),5,0.5555555555555556,3,0.0
00068-00000390.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,4,0.0
00068-00000391.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00000393.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),5,0.5,3,0.0
00068-00000394.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00000395.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,3,0.0
00068-00000396.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),1,0.1,9,0.0
00068-00000404.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,5,0.0
00068-00000407.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),3,0.21428571428571427,11,0.0
00068-00000408.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000410.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,5,0.0
00068-00000411.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00000413.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,5,0.0
00068-00000416.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,3,0.0
00068-00000417.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,8,0.1607142857142858
00068-00000419.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00000421.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,2,0.0
00068-00000422.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00000423.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00000424.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),2,0.18181818181818182,10,0.0
00068-00000425.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,2,0.0
00068-00000427.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,2,0.0
00068-00000428.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00000429.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),3,0.3333333333333333,3,0.0
00068-00000430.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,5,0.0
00068-00000431.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00000436.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),3,0.21428571428571427,12,0.0
00068-00000437.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00000438.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,2,0.0
00068-00000439.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00000441.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),1,0.2,1,0.0
00068-00000442.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),4,0.4444444444444444,6,0.0
00068-00000443.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,6,0.0
00068-00000444.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,4,0.0
00068-00000445.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,6,0.0
00068-00000447.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,5,0.04761904761904767
00068-00000449.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000451.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),4,0.4,4,0.0
00068-00000452.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.0
00068-00000454.soi,polish,Polish,23,9,n ≫ m,Polish (n ≫ m),1,0.1111111111111111,9,0.0
00068-00000455.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),5,0.7142857142857143,5,0.0
00068-00000457.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,5,0.0
00068-00000458.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,3,0.0
00068-00000459.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00000461.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000462.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00000463.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00000464.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00000465.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,4,0.0
00068-00000470.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,3,0.0
00068-00000472.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),2,0.2,9,0.0
00068-00000477.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00000478.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00000479.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),5,0.7142857142857143,1,0.0
00068-00000480.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,2,0.0
00068-00000481.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,2,0.0
00068-00000482.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),4,0.4,3,0.0
00068-00000483.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,7,0.0
00068-00000486.soi,polish,Polish,21,4,n ≫ m,Polish (n ≫ m),1,0.25,4,0.0
00068-00000490.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,5,0.0
00068-00000492.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00000493.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),3,0.21428571428571427,7,0.0
00068-00000494.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,4,0.0
00068-00000495.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,6,0.0
00068-00000497.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00000498.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,3,0.0
00068-00000499.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00000501.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.0
00068-00000503.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,2,0.0
00068-00000504.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,4,0.0
00068-00000505.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,5,0.0
00068-00000506.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00000508.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00000510.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00000511.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),3,0.2,5,0.0
00068-00000514.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),4,0.5,6,0.0
00068-00000515.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00000516.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,2,0.0
00068-00000519.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000522.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00000523.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00000524.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00000525.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),3,0.3333333333333333,6,0.0
00068-00000526.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,3,0.0
00068-00000527.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000528.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00000529.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,3,0.0
00068-00000530.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),3,0.2727272727272727,11,0.0
00068-00000531.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,4,0.0
00068-00000532.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,2,0.0
00068-00000533.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),3,0.3333333333333333,8,0.0
00068-00000535.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00000536.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000537.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,1,0.0
00068-00000538.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),4,0.2222222222222222,2,0.0
00068-00000539.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),7,0.4666666666666667,7,0.0
00068-00000541.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00000544.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),6,0.6666666666666666,4,0.0
00068-00000546.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00000548.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),7,0.4666666666666667,15,0.0
00068-00000550.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00000551.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),2,0.25,4,0.0
00068-00000552.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),4,0.3076923076923077,5,0.0
00068-00000556.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,4,0.0
00068-00000557.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00000558.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),1,0.05555555555555555,10,0.0
00068-00000562.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00000564.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),4,0.4444444444444444,6,0.0
00068-00000565.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,4,0.0
00068-00000567.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,5,0.0
00068-00000568.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,5,0.0
00068-00000573.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,5,0.0
00068-00000575.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),3,0.2,9,0.0
00068-00000578.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00000579.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),3,0.3333333333333333,7,0.0
00068-00000580.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),3,0.3333333333333333,7,0.0
00068-00000581.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,2,0.0
00068-00000582.soi,polish,Polish,15,17,n ≈ m,Polish (n ≈ m),5,0.29411764705882354,16,0.0
00068-00000584.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00000585.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,1,0.0
00068-00000587.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,3,0.0
00068-00000588.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),1,0.1111111111111111,8,0.0
00068-00000589.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00000591.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,1,0.0
00068-00000593.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00000594.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,6,0.0
00068-00000596.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,2,0.0
00068-00000598.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,7,0.0
00068-00000600.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,6,0.0
00068-00000601.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,2,0.0
00068-00000602.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,5,0.0
00068-00000604.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),2,0.1111111111111111,10,0.0
00068-00000607.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,6,0.0
00068-00000610.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,1,0.0
00068-00000611.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),4,0.6666666666666666,2,0.0
00068-00000613.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,5,0.0
00068-00000614.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),4,0.5,1,0.0
00068-00000616.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00000618.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00000619.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00000621.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,1,0.0
00068-00000622.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),7,0.7777777777777778,4,0.0
00068-00000623.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.0
00068-00000624.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,3,0.0
00068-00000626.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),4,0.4,5,0.0
00068-00000628.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),2,0.4,1,0.0
00068-00000630.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),4,0.6666666666666666,1,0.0
00068-00000633.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000634.soi,polish,Polish,21,19,n ≈ m,Polish (n ≈ m),3,0.15789473684210525,17,0.0
00068-00000637.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,8,0.0
00068-00000638.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,3,0.0
00068-00000639.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,4,0.0
